MatchAthleteID,RankDifference,HeadToHeadDifference,DifferenceDurationToDateVsOpponent,DifferenceDurationInLastYear,DifferenceDurationOnCourtThisTournament,DifferenceMatchesInLastYear,DifferenceTournamentsInLastYear,MatchResult
1945_P1,-24,-1,8577,616,,10,-1,Won
2828_P1,-59,-1,-1415,1021,,25,14,Won
3122_P1,-9,-1,3258,632,-15,11,10,Lost
3451_P1,-41,-1,5866,986,-9,24,14,Won
3884_P1,8,-1,-2805,-63,-26,0,1,Won
4054_P1,-5,-1,262,-953,,-16,-5,Won
4485_P1,-2,-1,-1860,1481,21,27,10,Lost
4515_P1,-13,-1,3875,643,39,7,7,Won
4654_P1,-5,-1,-4058,757,,7,-1,Won
5116_P1,89,-1,-3133,-564,92,-14,-3,Won
5967_P1,10,-1,-4073,-165,52,-3,0,Won
6126_P1,-67,-1,2312,640,-49,10,3,Won
6196_P1,12,-1,994,-101,-24,-6,2,Won
6460_P1,-13,-1,2087,13,,-3,-4,Lost
6481_P1,-2,-1,-1073,-248,32,-6,3,Won
6851_P1,-61,-1,1305,744,-41,19,9,Won
6930_P1,-19,-1,2416,398,7,4,1,Won
6937_P1,-8,-1,1439,461,,17,6,Won
7901_P1,4,-1,608,20,3,-3,2,Won
7957_P1,3,-1,-5244,-1419,-47,-28,-7,Lost
8488_P1,31,-1,-293,-370,2,-8,-3,Lost
8831_P1,-7,-1,214,894,-15,15,1,Won
9132_P1,12,-1,-39,17,-37,4,5,Lost
9152_P1,-137,-1,1812,767,,17,11,Won
9165_P1,-36,-1,555,786,,21,3,Won
9266_P1,-33,-1,-601,-473,-26,-11,-3,Won
9574_P1,36,-1,-2072,-1267,12,-26,-11,Lost
9578_P1,-21,-1,1035,783,4,16,2,Won
9579_P1,-58,-1,1043,824,-5,16,7,Won
9713_P1,3,-1,-178,430,2,15,3,Won
9795_P1,3,-1,-1242,-957,20,-23,-7,Won
10293_P1,-2,-1,417,417,-46,7,2,Won
10739_P1,41,-1,-90,-90,-44,-3,-3,Won
205_P2,17,-1,-8241,-789,-74,-8,0,Won
821_P2,-29,-1,7076,1337,-17,24,4,Won
955_P2,-34,-1,2307,636,-89,10,1,Won
1189_P2,-4,-1,-1736,350,-4,10,3,Won
1377_P2,-8,-1,-717,606,,12,3,Won
1644_P2,-32,-1,3946,51,-14,6,-2,Won
1665_P2,17,-1,139,159,-5,8,1,Lost
1736_P2,-7,-1,2501,417,-65,9,3,Lost
2098_P2,23,-1,-2157,-700,54,-18,-5,Won
2312_P2,16,-1,-5750,481,52,6,5,Won
2426_P2,-55,-1,1141,377,-80,7,3,Won
3110_P2,-24,-1,-1745,-260,,-7,-4,Won
3506_P2,-324,-1,3251,1308,-87,32,17,Won
3757_P2,-29,-1,6530,1105,-79,19,3,Lost
3899_P2,-42,-1,1600,269,5,8,1,Lost
4576_P2,-2,-1,-3230,539,27,11,2,Won
5220_P2,-21,-1,2580,434,-11,11,2,Lost
5234_P2,-38,-1,2591,732,-82,17,6,Won
5274_P2,-8,-1,-2504,175,,6,0,Lost
5303_P2,-15,-1,3468,286,7,7,-1,Lost
5666_P2,8,-1,3385,-178,37,-3,1,Won
6478_P2,-63,-1,1949,601,11,15,5,Lost
6483_P2,12,-1,-312,59,49,4,-1,Won
6642_P2,-1,-1,2984,85,-88,8,2,Won
6658_P2,-7,-1,-4345,-773,5,-13,0,Lost
6884_P2,-46,-1,1775,989,,22,9,Won
6927_P2,-19,-1,-3224,625,-18,11,2,Won
6929_P2,-22,-1,4625,437,-60,13,8,Won
6985_P2,-21,-1,3579,618,-102,13,4,Won
7575_P2,35,-1,-2676,-146,21,-9,4,Lost
7614_P2,-62,-1,-214,-35,,0,-1,Lost
7809_P2,3,-1,-770,-750,29,-12,-4,Won
7890_P2,21,-1,-451,-41,-82,4,2,Lost
8235_P2,-1,-1,-1374,203,-31,6,0,Won
8621_P2,52,-1,-2746,-1177,-9,-24,1,Lost
8971_P2,-94,-1,2318,2008,-28,48,15,Won
9267_P2,33,-1,-1134,-755,-29,-17,-7,Lost
9496_P2,-8,-1,269,54,47,-3,2,Won
9570_P2,5,-1,-1138,-688,-15,-13,-6,Won
9606_P2,-47,-1,633,418,,10,5,Won
9986_P2,11,-1,123,-38,2,-1,0,Lost
10002_P2,-73,-1,898,709,-2,16,10,Won
10174_P2,-27,-1,1283,1325,,27,2,Won
10247_P2,5,-1,39,39,,1,2,Won
10292_P2,3,-1,-638,-638,-21,-12,-2,Lost
10627_P2,25,-1,-249,-249,-19,-5,2,Lost
10830_P2,7,-1,-673,-673,13,-14,-3,Lost
297_P1,-80,-1,3293,1244,-72,24,12,Lost
323_P1,21,-1,3870,-842,38,-13,-4,Lost
760_P1,-5,-1,6766,22,,-4,-3,Lost
1192_P1,-15,-1,-5426,567,-6,14,4,Won
1860_P1,-19,-1,-2891,1063,,27,3,Lost
2095_P1,-28,-1,2238,332,-10,4,8,Lost
2147_P1,-7,-1,-3819,947,0,24,6,Lost
2481_P1,15,-1,2823,-384,35,-12,4,Lost
2712_P1,-20,-1,5976,-91,29,-7,-1,Lost
3213_P1,-122,-1,-336,911,-13,22,7,Lost
3497_P1,25,-1,-5509,-1529,-10,-24,-7,Lost
3587_P1,-15,-1,6961,1394,,24,2,Lost
3652_P1,29,-1,-6793,-1038,45,-22,2,Lost
3699_P1,-142,-1,-3410,1091,,24,10,Lost
3799_P1,-10,-1,1334,1699,43,32,6,Lost
3994_P1,2,-1,-4302,-254,27,-3,-1,Lost
4428_P1,-53,-1,3560,245,,11,7,Lost
4523_P1,7,-1,-1105,-442,-57,2,-2,Lost
4573_P1,11,-1,-4179,-1328,21,-25,-10,Lost
4715_P1,8,-1,1247,730,-9,13,5,Lost
4783_P1,3,-1,-5951,-324,3,-10,1,Lost
4993_P1,-44,-1,-5625,804,,17,7,Lost
5030_P1,-15,-1,3446,716,-4,16,2,Lost
5109_P1,8,-1,-3716,-593,-33,-7,-5,Lost
5450_P1,19,-1,-2541,43,17,-5,2,Lost
5547_P1,-50,-1,3135,608,,10,4,Won
5905_P1,-6,-1,-2639,191,29,5,1,Lost
5963_P1,20,-1,-2689,-223,91,-4,0,Lost
6059_P1,-50,-1,-2075,147,-17,5,7,Lost
6207_P1,-4,-1,1634,344,3,5,0,Lost
6236_P1,13,-1,535,-393,0,-7,1,Lost
6356_P1,-110,-1,3598,1186,,26,11,Lost
6795_P1,3,-1,-256,182,30,-1,-3,Won
6969_P1,-11,-1,-2615,455,31,8,2,Lost
7049_P1,44,-1,-2764,-329,6,-5,-4,Lost
7417_P1,-123,-1,-2334,974,10,21,9,Lost
7590_P1,-72,-1,1694,437,,9,9,Lost
7738_P1,-9,-1,1143,108,-37,2,0,Lost
7750_P1,8,-1,-731,-525,4,-7,-2,Lost
8364_P1,51,-1,-1419,-444,-37,-9,-2,Lost
8686_P1,-46,-1,343,255,-67,8,1,Lost
8892_P1,6,-1,-1175,55,-18,-3,4,Lost
8932_P1,17,-1,-1812,-657,23,-7,2,Lost
8940_P1,20,-1,-3074,-1681,22,-33,-4,Lost
9005_P1,-4,-1,-196,3,29,-1,-2,Lost
9174_P1,1,-1,581,428,-40,5,1,Lost
9180_P1,5,-1,-1070,-362,42,-16,2,Lost
9257_P1,19,-1,-609,-821,-40,-19,-2,Lost
9394_P1,-8,-1,-193,421,-19,12,-1,Lost
9561_P1,-25,-1,-95,-23,,-1,2,Lost
9633_P1,-2,-1,197,730,46,15,6,Lost
9803_P1,23,-1,-1835,-1318,3,-35,-7,Lost
9872_P1,19,-1,-495,-326,33,-10,5,Lost
10036_P1,4,-1,-156,40,-12,-8,-1,Lost
10075_P1,4,-1,670,325,22,4,5,Lost
10251_P1,2,-1,185,185,68,-1,2,Lost
10252_P1,8,-1,-2,-2,-3,-3,2,Lost
10322_P1,22,-1,-794,-794,61,-17,-2,Lost
10940_P1,3,-1,-34,-34,-12,-2,-1,Lost
10977_P1,4,-1,31,31,50,-2,0,Lost
50_P2,-13,-1,3803,1210,1,23,8,Lost
73_P2,-11,-1,4679,754,,8,5,Lost
112_P2,-5,-1,10194,225,,2,4,Lost
893_P2,-27,-1,5711,515,-1,12,6,Lost
1347_P2,-1,-1,7402,416,10,7,5,Lost
1353_P2,4,-1,712,230,7,4,4,Lost
2234_P2,15,-1,-1323,-554,16,-12,-4,Lost
2478_P2,23,-1,-6051,468,5,9,6,Lost
2574_P2,16,-1,-6522,-413,-18,-5,-2,Lost
2709_P2,41,-1,-1695,-825,45,-20,-5,Lost
2798_P2,-180,-1,7774,1295,-1,30,13,Lost
2869_P2,5,-1,-2379,368,,15,6,Lost
3119_P2,-6,-1,-1566,393,-41,14,11,Lost
4060_P2,-6,-1,3491,721,60,13,11,Lost
4376_P2,31,-1,-3323,-659,-15,-12,-5,Lost
4512_P2,16,-1,-3502,244,90,-1,-1,Lost
4730_P2,-127,-1,6026,1325,25,29,16,Lost
4775_P2,-115,-1,-1548,265,,7,3,Lost
4835_P2,-4,-1,-2180,586,31,13,2,Lost
4870_P2,19,-1,-5498,-888,-20,-15,4,Lost
5340_P2,25,-1,2162,-409,-23,-9,2,Lost
5347_P2,-4,-1,-3753,-351,-16,-8,-2,Lost
5521_P2,36,-1,-4542,-1243,11,-20,-8,Lost
6439_P2,-6,-1,-3251,294,23,2,3,Lost
6654_P2,-14,-1,-1786,178,28,5,7,Lost
6791_P2,-74,-1,870,484,37,9,3,Lost
6857_P2,18,-1,-1705,-593,-13,-14,-5,Lost
7006_P2,1,-1,-1614,-293,-17,-2,1,Lost
7048_P2,48,-1,-2706,-1034,41,-20,-5,Lost
7183_P2,-210,-1,-1533,808,-44,22,10,Lost
7195_P2,63,-1,-3831,-216,53,-4,3,Lost
7364_P2,-31,-1,2686,650,-95,14,6,Lost
7442_P2,-65,-1,-482,833,,17,7,Lost
7580_P2,12,-1,702,-563,43,-11,1,Won
7581_P2,-52,-1,-773,-503,-9,-9,-2,Lost
7661_P2,-26,-1,1632,373,-6,1,3,Lost
8759_P2,-6,-1,926,717,,15,2,Lost
8934_P2,8,-1,302,204,-8,7,5,Lost
9001_P2,3,-1,-1191,-58,-10,2,3,Lost
9096_P2,11,-1,458,-563,-118,-16,1,Lost
9099_P2,72,-1,-2327,-1916,-93,-36,-6,Lost
9103_P2,21,-1,-679,-836,-25,-25,-7,Lost
9104_P2,62,-1,-1785,-840,-42,-16,-9,Lost
9677_P2,-1,-1,1,280,-22,10,3,Lost
9712_P2,10,-1,-572,-15,66,5,2,Lost
9714_P2,4,-1,-371,-143,39,0,2,Lost
9717_P2,21,-1,-363,134,-15,7,3,Lost
9794_P2,10,-1,-1549,-1279,66,-37,-6,Lost
9806_P2,12,-1,484,202,-16,5,3,Lost
9998_P2,-16,-1,-260,-381,-2,-12,-2,Lost
10048_P2,-26,-1,1069,1350,,27,3,Lost
10361_P2,-7,-1,648,648,-5,11,1,Lost
10623_P2,26,-1,-104,-104,81,-8,1,Lost
377_P2,-11,0,11583,-377,-30,-9,-7,Won
277_P1,10,0,-2470,-965,-18,-19,1,Lost
320_P1,8,0,-6606,180,54,-4,3,Lost
326_P1,-13,0,3242,-591,8,-12,-2,Lost
366_P1,-4,0,3452,-88,2,-2,-2,Lost
466_P1,-18,0,-4062,1040,,18,3,Lost
1266_P1,-2,0,3584,93,36,1,-3,Lost
1971_P1,31,0,2766,-547,7,-11,-6,Lost
2547_P1,-2,0,2650,-31,34,2,5,Lost
2557_P1,-18,0,4497,792,,16,2,Lost
2863_P1,1,0,1428,-255,,-2,3,Lost
2870_P1,7,0,1388,-348,,-2,0,Lost
3028_P1,-16,0,6252,303,,6,5,Lost
3360_P1,3,0,860,71,28,1,2,Lost
3935_P1,-48,0,5356,936,,20,13,Lost
4067_P1,26,0,-4987,-557,-18,-10,-6,Lost
4224_P1,20,0,3645,-379,-6,-6,-2,Lost
4544_P1,-55,0,475,440,,5,2,Lost
4804_P1,-25,0,282,777,,14,2,Lost
5266_P1,-4,0,-835,168,,1,3,Lost
5339_P1,20,0,933,-100,36,-4,2,Lost
5404_P1,5,0,-2190,-214,-21,-7,1,Lost
5790_P1,-4,0,990,-412,-26,-9,-3,Lost
5889_P1,-9,0,3386,-456,,-8,0,Lost
5918_P1,-45,0,-512,254,-8,6,2,Lost
6479_P1,4,0,-627,617,67,11,3,Lost
6771_P1,-23,0,-107,508,,13,2,Lost
8097_P1,-15,0,1984,1041,,19,5,Lost
8418_P1,-18,0,-546,386,-23,11,3,Lost
8776_P1,4,0,-1102,-1016,12,-18,-1,Lost
8779_P1,5,0,861,-371,-26,-9,-2,Lost
9038_P1,4,0,-773,-305,-58,-4,3,Lost
9041_P1,-4,0,-136,446,-33,12,3,Lost
9399_P1,12,0,-988,-475,24,-7,0,Lost
9484_P1,2,0,-386,-120,-51,-2,-1,Lost
10034_P1,2,0,-403,37,24,-3,0,Lost
10239_P1,1,0,202,202,-4,3,2,Lost
10790_P1,7,0,-371,-371,45,-9,-2,Lost
385_P2,-32,0,13143,1892,,32,8,Lost
500_P2,-4,0,7009,365,,11,3,Lost
964_P2,-19,0,-6356,232,-3,4,0,Lost
1004_P2,-17,0,-1745,585,25,11,0,Lost
1457_P2,-9,0,9410,-99,,-7,-5,Lost
2538_P2,43,0,1745,-629,106,-14,-1,Lost
2785_P2,3,0,2383,-614,49,-14,1,Lost
2789_P2,-21,0,4348,208,-19,9,3,Lost
3504_P2,23,0,859,-916,13,-14,2,Lost
3508_P2,-21,0,-2324,1001,8,16,-2,Lost
3631_P2,-9,0,3145,509,,8,1,Lost
3690_P2,-29,0,7343,858,,21,13,Lost
3793_P2,-11,0,4875,43,-20,1,-7,Lost
4484_P2,-7,0,-4130,448,42,0,-2,Lost
4728_P2,-96,0,2415,790,-29,18,8,Lost
4827_P2,1,0,1422,157,27,-2,1,Lost
4882_P2,23,0,-3582,-260,34,-5,8,Lost
5617_P2,-62,0,138,638,,10,6,Lost
5736_P2,-3,0,-1374,-548,49,-10,-3,Lost
6116_P2,7,0,-3727,221,37,3,2,Lost
6649_P2,-4,0,520,637,,13,6,Lost
6662_P2,-57,0,-1418,383,18,10,5,Lost
7055_P2,-56,0,-820,968,-14,17,5,Lost
8026_P2,-14,0,-482,319,5,4,-3,Lost
8237_P2,-15,0,440,-145,-31,2,-1,Lost
8549_P2,-35,0,862,226,-67,1,1,Lost
8783_P2,15,0,-707,-1036,40,-22,-4,Lost
8941_P2,-4,0,393,265,42,5,1,Lost
9128_P2,3,0,-91,427,-46,17,1,Lost
9571_P2,2,0,-1253,-732,9,-16,-5,Lost
153_P1,-3,0,184,11,,1,0,Lost
173_P1,-5,0,-2551,434,-10,5,2,Lost
256_P1,-25,0,-2099,1031,5,22,1,Won
375_P1,-38,0,3348,557,-14,8,2,Won
434_P1,-6,0,1318,-68,,-1,-3,Won
436_P1,-8,0,1093,325,,6,-1,Won
750_P1,-8,0,-2933,-359,-26,-2,-4,Won
866_P1,-12,0,-5401,533,,6,-1,Won
875_P1,-30,0,2384,962,,16,2,Won
1042_P1,2,0,-3924,561,24,9,3,Lost
1054_P1,-3,0,1993,291,25,4,-1,Won
1069_P1,5,0,-3630,170,,4,0,Won
1233_P1,-15,0,9864,356,13,1,1,Won
1356_P1,-39,0,4060,1006,-115,19,7,Won
1593_P1,-9,0,11319,-129,44,-3,-5,Won
1597_P1,-3,0,5983,-68,-6,-3,-1,Lost
1659_P1,-21,0,7105,546,,11,0,Won
1941_P1,-23,0,1007,925,,25,9,Won
1949_P1,-9,0,-730,5,,4,1,Won
1959_P1,-76,0,3425,1067,-40,24,11,Lost
2090_P1,45,0,796,-1060,3,-27,-11,Lost
2164_P1,-23,0,-5773,663,,22,-2,Won
2206_P1,-14,0,-3161,778,,19,5,Won
2313_P1,19,0,-3639,316,18,12,5,Lost
2403_P1,-16,0,6209,122,0,3,-2,Won
2538_P1,-43,0,-1745,629,-106,14,1,Won
2551_P1,-26,0,1241,-8,,5,-7,Won
2710_P1,17,0,-1568,141,5,6,3,Won
2785_P1,-3,0,-2383,614,-49,14,-1,Won
3051_P1,5,0,372,-284,13,-5,2,Lost
3167_P1,-7,0,2969,799,-27,20,5,Won
3293_P1,-101,0,-868,1764,-115,29,8,Won
3361_P1,21,0,-3435,-103,23,-3,-3,Won
3371_P1,-13,0,2581,158,13,1,5,Lost
3504_P1,-23,0,-859,916,-13,14,-2,Won
3508_P1,21,0,2324,-1001,-8,-16,2,Won
3659_P1,17,0,-3266,-1561,-19,-21,-11,Lost
3854_P1,-128,0,4064,1945,-16,41,14,Won
3891_P1,-3,0,5303,350,-5,10,10,Won
3893_P1,-53,0,2780,445,9,6,0,Won
3947_P1,-18,0,-1768,1254,24,24,4,Won
4066_P1,-20,0,-3001,898,-70,22,3,Lost
4155_P1,-29,0,2493,1286,-20,27,12,Won
4176_P1,-8,0,903,116,26,3,5,Lost
4311_P1,3,0,2967,-532,10,-10,-3,Won
4319_P1,-11,0,3083,458,33,6,0,Lost
4352_P1,-186,0,1714,269,,8,5,Won
4382_P1,-38,0,-187,378,3,11,2,Won
4445_P1,-20,0,-210,325,,4,-3,Won
4634_P1,-9,0,3368,527,28,15,-1,Won
4825_P1,-1,0,1534,-141,98,-12,-4,Won
4827_P1,-1,0,-1422,-157,-27,2,-1,Won
4851_P1,-18,0,-102,844,,16,3,Won
4882_P1,-23,0,3582,260,-34,5,-8,Won
5039_P1,-11,0,-2112,854,,15,0,Won
5048_P1,-5,0,4100,111,,3,1,Won
5070_P1,-13,0,2389,1244,-3,24,7,Won
5074_P1,-23,0,1208,807,5,14,4,Lost
5223_P1,-24,0,-3386,1304,,24,4,Won
5279_P1,-17,0,2429,4,,3,0,Lost
5294_P1,-39,0,1882,738,-46,12,4,Won
5322_P1,-15,0,-1886,812,,15,0,Won
5408_P1,-20,0,117,603,-5,13,2,Won
5524_P1,-18,0,-1391,146,23,4,1,Won
5736_P1,3,0,1374,548,-49,10,3,Won
5881_P1,-1,0,222,293,,8,0,Won
6116_P1,-7,0,3727,-221,-37,-3,-2,Won
6137_P1,-19,0,3995,122,,5,2,Lost
6178_P1,-16,0,-1887,1068,,18,2,Won
6641_P1,-1,0,2984,152,-88,9,3,Won
6709_P1,-5,0,193,809,42,19,6,Won
6718_P1,-20,0,2410,1153,8,21,4,Won
6850_P1,-12,0,889,397,59,2,-1,Lost
6852_P1,-38,0,1038,61,-43,-3,-3,Won
7055_P1,56,0,820,-968,14,-17,-5,Won
7178_P1,-228,0,1182,1219,-65,28,10,Lost
7239_P1,-6,0,974,-390,-62,-9,-6,Won
7314_P1,-12,0,1515,-508,-8,-14,-5,Won
7328_P1,-2,0,-297,-496,,-7,-3,Won
7635_P1,-15,0,1435,343,-11,9,2,Won
7698_P1,-7,0,2378,236,28,6,-4,Won
7801_P1,-28,0,2505,792,,14,3,Won
7891_P1,-7,0,-35,-332,38,-9,-3,Won
8027_P1,-60,0,2784,850,31,14,10,Lost
8783_P1,-15,0,707,1036,-40,22,4,Won
8893_P1,-36,0,846,808,-126,16,2,Won
8914_P1,-16,0,1329,1101,,18,-1,Won
8933_P1,6,0,491,-72,-35,-3,4,Lost
8941_P1,4,0,-393,-265,-42,-5,-1,Won
9128_P1,-3,0,91,-427,46,-17,-1,Won
9448_P1,4,0,117,247,18,2,1,Lost
9571_P1,-2,0,1253,732,-9,16,5,Won
9671_P1,-3,0,-157,324,22,8,1,Won
9718_P1,8,0,-308,-444,-32,-11,-1,Lost
9805_P1,-29,0,1126,821,11,15,3,Won
10244_P1,-5,0,528,528,4,13,2,Won
147_P2,-34,0,5524,1161,,26,5,Won
277_P2,-10,0,2470,965,18,19,-1,Won
320_P2,-8,0,6606,-180,-54,4,-3,Won
641_P2,-5,0,-93,34,0,-2,-1,Won
645_P2,-22,0,9785,699,-4,12,0,Won
655_P2,-33,0,-2761,511,,8,2,Won
663_P2,-12,0,-4512,281,,10,-5,Won
789_P2,-7,0,-309,337,,10,5,Won
811_P2,-1,0,5884,385,25,8,0,Won
1042_P2,-2,0,3924,-561,-24,-9,-3,Won
1239_P2,-8,0,9598,773,26,6,0,Won
1240_P2,-6,0,5110,-388,5,-9,-5,Won
1266_P2,2,0,-3584,-93,-36,-1,3,Won
1412_P2,-9,0,2731,476,,11,7,Won
1432_P2,-28,0,5026,-242,-61,-5,-5,Won
1434_P2,-62,0,1299,412,-77,8,0,Won
1439_P2,-15,0,227,24,6,-5,-2,Won
1567_P2,-23,0,728,316,,1,1,Won
1597_P2,3,0,-5983,68,6,3,1,Won
1886_P2,-19,0,-3154,107,-63,0,-8,Won
1971_P2,-31,0,-2766,547,-7,11,6,Won
2068_P2,-38,0,-1326,188,,3,0,Lost
2090_P2,-45,0,-796,1060,-3,27,11,Won
2184_P2,-21,0,5273,863,0,16,5,Lost
2313_P2,-19,0,3639,-316,-18,-12,-5,Won
2409_P2,-2,0,-4013,457,-4,14,1,Lost
2710_P2,-17,0,1568,-141,-5,-6,-3,Lost
2863_P2,-1,0,-1428,255,,2,-3,Won
2870_P2,-7,0,-1388,348,,2,0,Won
3051_P2,-5,0,-372,284,-13,5,-2,Won
3323_P2,-1,0,-1559,331,-20,12,6,Lost
3360_P2,-3,0,-860,-71,-28,-1,-2,Won
3361_P2,-21,0,3435,103,-23,3,3,Lost
3371_P2,13,0,-2581,-158,-13,-1,-5,Won
3448_P2,-71,0,1145,680,-20,16,10,Won
3659_P2,-17,0,3266,1561,19,21,11,Won
3723_P2,-38,0,-1005,1564,,29,0,Won
4066_P2,20,0,3001,-898,70,-22,-3,Won
4067_P2,-26,0,4987,557,18,10,6,Won
4224_P2,-20,0,-3645,379,6,6,2,Won
4269_P2,-73,0,3059,1307,,30,10,Won
4311_P2,-3,0,-2967,532,-10,10,3,Lost
4319_P2,11,0,-3083,-458,-33,-6,0,Won
4420_P2,-34,0,1241,345,,9,2,Lost
4593_P2,-46,0,3290,897,-16,21,7,Won
4646_P2,-12,0,-549,537,,13,-3,Won
4719_P2,-83,0,447,868,-24,19,4,Won
4825_P2,1,0,-1534,141,-98,12,4,Lost
5339_P2,-20,0,-933,100,-36,4,-2,Won
5404_P2,-5,0,2190,214,21,7,-1,Won
5524_P2,18,0,1391,-146,-23,-4,-1,Lost
5832_P2,-42,0,2791,375,-85,7,3,Won
5837_P2,-24,0,3494,837,,14,5,Won
5918_P2,45,0,512,-254,8,-6,-2,Won
6166_P2,-5,0,1574,82,,5,1,Lost
6200_P2,-10,0,-2240,643,36,9,1,Won
6328_P2,-41,0,1569,517,11,9,6,Won
6455_P2,-40,0,2770,926,-98,22,7,Lost
6479_P2,-4,0,627,-617,-67,-11,-3,Won
6524_P2,-33,0,2283,20,,5,1,Lost
6641_P2,1,0,-2984,-152,88,-9,-3,Lost
6850_P2,12,0,-889,-397,-59,-2,1,Won
6852_P2,38,0,-1038,-61,43,3,3,Lost
6975_P2,-8,0,83,362,50,8,2,Won
6987_P2,-20,0,2077,620,,5,0,Won
7117_P2,-22,0,2557,608,55,10,-2,Won
7135_P2,-13,0,557,-12,,-2,0,Lost
7239_P2,6,0,-974,390,62,9,6,Lost
7307_P2,-8,0,2353,345,-36,9,2,Won
7534_P2,-22,0,1529,-29,-30,1,2,Won
7635_P2,15,0,-1435,-343,11,-9,-2,Lost
7891_P2,7,0,35,332,-38,9,3,Lost
8015_P2,-4,0,211,423,1,6,4,Won
8550_P2,-5,0,1639,332,,0,0,Lost
8776_P2,-4,0,1102,1016,-12,18,1,Won
8779_P2,-5,0,-861,371,26,9,2,Won
8847_P2,-19,0,1272,515,-12,10,-1,Won
8933_P2,-6,0,-491,72,35,3,-4,Won
9000_P2,-11,0,1670,1721,-55,34,5,Won
9038_P2,-4,0,773,305,58,4,-3,Won
9185_P2,-7,0,880,752,-23,8,0,Won
9187_P2,-21,0,794,509,3,11,-3,Won
9367_P2,-21,0,452,676,,11,-3,Won
9399_P2,-12,0,988,475,-24,7,0,Won
9448_P2,-4,0,-117,-247,-18,-2,-1,Won
9484_P2,-2,0,386,120,51,2,1,Won
9671_P2,3,0,157,-324,-22,-8,-1,Lost
9718_P2,-8,0,308,444,32,11,1,Won
10034_P2,-2,0,403,-37,-24,3,0,Won
10239_P2,-1,0,-202,-202,4,-3,-2,Won
10790_P2,-7,0,371,371,-45,9,2,Won
47_P1,5,0,6093,-159,-5,-5,2,Won
328_P1,-23,0,-3262,-762,8,-14,-6,Won
637_P1,-5,0,-7945,-58,-18,2,-4,Won
762_P1,-21,0,-1191,287,,7,-4,Won
854_P1,7,0,1846,-544,-26,-10,1,Lost
1880_P1,6,0,-662,-29,-42,1,-1,Lost
2202_P1,-17,0,1952,895,,18,3,Won
2407_P1,-18,0,865,224,6,0,-2,Lost
2411_P1,-12,0,2700,1060,13,18,7,Won
2540_P1,3,0,1315,-358,-27,-6,-3,Won
2864_P1,8,0,2792,-627,,-4,3,Lost
3161_P1,-15,0,5104,1446,-3,30,12,Won
3703_P1,-3,0,-4387,-54,22,-5,-4,Lost
3993_P1,-9,0,4415,362,20,-1,-3,Won
4001_P1,4,0,-2478,-746,-4,-15,-7,Lost
4254_P1,-10,0,-820,1056,,10,0,Won
4480_P1,-21,0,-2087,76,-5,2,-4,Won
4568_P1,-5,0,-69,-642,16,-14,-8,Won
4784_P1,-25,0,1636,866,10,11,3,Lost
4838_P1,-13,0,-3060,709,8,10,0,Lost
4912_P1,-71,0,23,527,,12,3,Won
5068_P1,4,0,108,-332,57,-8,-1,Lost
5293_P1,-4,0,-2064,248,-34,8,2,Won
5320_P1,-10,0,104,449,,12,0,Won
5748_P1,-7,0,-695,579,9,10,0,Won
6206_P1,-10,0,1557,12,-32,2,0,Won
6477_P1,14,0,-107,-275,-41,-3,0,Won
6600_P1,4,0,-480,569,-39,23,10,Lost
6617_P1,-1,0,553,-200,,-2,-3,Won
8829_P1,2,0,-826,-477,-67,-5,2,Lost
9176_P1,1,0,-523,-139,50,-11,1,Won
9177_P1,2,0,-439,24,-6,1,1,Lost
9485_P1,1,0,91,238,-56,3,3,Won
47_P2,-5,0,-6093,159,5,5,-2,Lost
252_P2,-24,0,-785,377,29,9,-5,Won
637_P2,5,0,7945,58,18,-2,4,Lost
759_P2,-29,0,3579,776,,15,-2,Won
854_P2,-7,0,-1846,544,26,10,-1,Won
956_P2,-31,0,7890,970,-58,19,5,Won
1017_P2,-16,0,-5978,462,,10,-2,Lost
1067_P2,-27,0,-1778,1324,,23,2,Won
1075_P2,-7,0,6755,1227,-4,21,10,Lost
1089_P2,-47,0,-2194,581,,12,3,Won
1264_P2,-9,0,347,-336,-33,-4,1,Lost
1598_P2,-48,0,4821,58,-131,2,-7,Won
1880_P2,-6,0,662,29,42,-1,1,Won
2462_P2,-2,0,1653,-86,,-2,1,Won
2540_P2,-3,0,-1315,358,27,6,3,Lost
2864_P2,-8,0,-2792,627,,4,-3,Won
3786_P2,-7,0,-3613,-642,4,-16,-7,Won
3963_P2,-2,0,53,819,,14,1,Lost
3993_P2,9,0,-4415,-362,-20,1,3,Lost
4001_P2,-4,0,2478,746,4,15,7,Won
4568_P2,5,0,69,642,-16,14,8,Lost
5068_P2,-4,0,-108,332,-57,8,1,Won
5293_P2,4,0,2064,-248,34,-8,-2,Lost
5421_P2,-9,0,429,387,,10,1,Lost
6267_P2,-45,0,724,-123,-44,-4,3,Lost
6477_P2,-14,0,107,275,41,3,0,Lost
6600_P2,-4,0,480,-569,39,-23,-10,Won
8738_P2,-3,0,1294,265,-4,5,0,Won
8829_P2,-2,0,826,477,67,5,-2,Won
9176_P2,-1,0,523,139,-50,11,-1,Lost
9177_P2,-2,0,439,-24,6,-1,-1,Won
9366_P2,-2,0,876,241,-40,4,0,Lost
9485_P2,-1,0,-91,-238,56,-3,-3,Lost
9657_P2,-6,0,1124,755,,16,6,Lost
